subject_id,year_in_study,record_date,activity_level,activity,activity_other,frequency,pace,grade,surface_asphalt,surface_concrete,surface_dirt,surface_grass,surface_rocky,surface_sand,surface_varied,surface_other,surface_other_specify,total_time,total_time_units
grls8MXMWKDD,8,2022-10,Moderate,"Off leash (obedience training, walking or running)",,Weekly,Run,Moderate,0,0,0,1,0,0,0,0,,7,Year
grls8NWAH177,3,2015-11,Moderate,"Off leash (obedience training, walking or running)",,Daily,Run,Flat,0,0,0,1,0,0,0,0,,4.0,Year
grls8NWAH177,4,2016-11,Moderate,"Off leash (obedience training, walking or running)",,Daily,Brisk walk,Flat,0,0,0,1,0,0,0,0,,4.0,Year
grls8NWAH177,5,2017-11,Little,"On leash (obedience training, walking or running)",,More than daily,Brisk walk,Flat,1,1,0,1,0,0,0,0,,3.0,Year
grls8NWAH177,6,2019-01,Moderate,"On leash (obedience training, walking or running)",,More than daily,Average walk,Flat,0,1,0,0,0,0,0,0,,2.0,Year
grls8NWAH177,6,2019-01,Moderate,"Off leash (obedience training, walking or running)",,More than daily,Average walk,Flat,0,0,0,1,0,0,0,0,,5.0,Year
grls8NWAH177,6,2019-01,Moderate,Fetch outside - ground retrieval,,Daily,Run,Flat,0,0,0,1,0,0,0,0,,5.0,Year
grls8NWAH177,7,2019-10,Moderate,"Off leash (obedience training, walking or running)",,Daily,Brisk walk,Moderate,0,0,0,1,0,0,0,0,,7.0,Year
grls8NWAH177,8,2021-01,Moderate,Fetch outside - ground retrieval,,Daily,Brisk walk,Flat,0,0,1,0,0,0,0,0,,8,Year
grls8NWAH177,8,2021-01,Moderate,"On leash (obedience training, walking or running)",,Weekly,Average walk,Moderate,1,0,0,0,0,0,0,0,,8,Year
grls8O0B18OO,4,2018-08,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,1,1,1,1,0,0,1,0,,8.0,Month
grls8O0B18OO,4,2018-08,Moderate,"Off leash (obedience training, walking or running)",,Weekly,Brisk walk,Moderate,0,0,1,1,1,0,1,0,,8.0,Month
grls8O0B18OO,4,2018-08,Moderate,Active indoor play,,Daily,Slow walk,Flat,0,0,0,0,0,0,0,1,"carpet, tile, hardwood floors",8.0,Month
grls8O0B18OO,5,2019-08,Moderate,"On leash (obedience training, walking or running)",,More than daily,Average walk,Flat,1,1,1,1,0,0,1,0,,1.0,Year
grls8O0B18OO,5,2019-08,Moderate,"On leash (obedience training, walking or running)",,Weekly,Average walk,Moderate,1,1,1,1,1,0,1,0,,1.0,Year
grls8O0B18OO,5,2019-08,Moderate,"Off leash (obedience training, walking or running)",,Weekly,Brisk walk,Moderate,0,0,1,1,1,0,1,0,,1.0,Year
grls8O0B18OO,6,2020-08,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,1,1,1,1,1,0,1,0,,3,Year
grls8O0B18OO,6,2020-08,Moderate,"Off leash (obedience training, walking or running)",,Weekly,Average walk,Moderate,0,0,1,1,1,0,1,0,,3,Year
grls8O0B18OO,7,2021-07,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,1,1,1,1,0,0,0,0,,4,Year
grls8O0B18OO,7,2021-07,Moderate,"Off leash (obedience training, walking or running)",,Weekly,Average walk,Moderate,0,0,1,1,1,0,0,0,,4,Year
grls8O0B18OO,8,2022-08,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,1,1,1,1,0,0,0,0,,5,Year
grls8O0B18OO,8,2022-08,Moderate,"Off leash (obedience training, walking or running)",,Weekly,Brisk walk,Moderate,0,0,1,1,1,0,1,0,,5,Year
grls8O1XNWQQ,3,2017-12,Moderate,"On leash (obedience training, walking or running)",,More than daily,Average walk,Moderate,1,0,0,0,0,0,0,0,,12.0,Month
grls8O1XNWQQ,4,2018-12,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Moderate,1,0,0,0,0,0,0,0,,4.0,Year
grls8O1XNWQQ,5,2019-11,Moderate,"On leash (obedience training, walking or running)",,Daily,Brisk walk,Moderate,1,0,1,0,0,0,0,0,,12.0,Month
grls8O1XNWQQ,6,2020-12,Moderate,Fetch outside - air retrieval,,Daily,Average walk,Moderate,0,0,0,1,0,0,0,0,,12,Month
grls8O1XNWQQ,7,2021-11,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Moderate,0,0,0,1,0,0,0,0,,1,Year
grls8P7Z4RUU,3,2017-05,Moderate,Other,active play with other dogs,Daily,Jog,Flat,0,0,0,0,0,0,0,1,"tile, carpet, wood",4.0,Year
grls8P7Z4RUU,3,2017-05,Moderate,"Off leash (obedience training, walking or running)",,Daily,Brisk walk,Flat,0,0,0,1,0,0,0,0,,4.0,Year
grls8P7Z4RUU,4,2018-05,Moderate,Fetch outside - ground retrieval,,Daily,Brisk walk,Flat,0,0,0,1,0,0,0,0,,5.0,Year
grls8P7Z4RUU,4,2018-05,Moderate,Other,fetch indoor - ground retrieval,Weekly,Brisk walk,Moderate,0,0,0,0,0,0,1,0,,2.0,Year
grls8P7Z4RUU,4,2018-05,Moderate,Other,active play with other dogs,Daily,Brisk walk,Flat,0,0,0,0,0,0,1,0,,5.0,Year
grls8P7Z4RUU,5,2019-05,Moderate,Fetch outside - air retrieval,,Daily,Jog,Flat,0,0,0,1,0,0,0,0,,6.0,Year
grls8P7Z4RUU,5,2019-05,Moderate,Fetch outside - ground retrieval,,Daily,Jog,Flat,0,0,0,1,0,0,0,0,,6.0,Year
grls8P7Z4RUU,5,2019-05,Moderate,Other,fetch indoor - ground retrieval,Weekly,Brisk walk,Steep,0,0,0,0,0,0,0,1,"carpet stairs, wood landing",5.0,Year
grls8P7Z4RUU,6,2020-08,Moderate,Fetch outside - air retrieval,,Daily,Run,Flat,0,0,0,1,0,0,0,0,,7,Year
grls8P7Z4RUU,6,2020-08,Moderate,Active indoor play,,Weekly,Average walk,Flat,0,0,0,0,0,0,0,1,"carpet, hardwood floor, tile floor",5,Year
grls8PLFYEJJ,3,2017-03,Very active,Fetch outside - ground retrieval,,More than daily,Run,Steep,0,0,0,0,0,0,1,0,,3.0,Year
grls8PLFYEJJ,4,2018-03,Very active,"On leash (obedience training, walking or running)",,More than daily,Run,Steep,0,0,1,0,1,1,0,0,,12.0,Month
grls8PLFYEJJ,5,2019-03,Very active,Fetch outside - ground retrieval,,More than daily,Run,Steep,0,0,0,0,0,0,1,0,,12.0,Month
grls8PLFYEJJ,5,2019-03,Very active,Active indoor play,,More than daily,Brisk walk,Flat,0,0,0,0,0,0,1,0,,12.0,Month
grls8PLFYEJJ,5,2019-03,Very active,Fetch outside - air retrieval,,Daily,Run,Moderate,0,0,0,0,0,0,1,0,,12.0,Month
grls8PLFYEJJ,6,2020-04,Very active,"On leash (obedience training, walking or running)",,More than daily,Run,Steep,0,0,1,0,1,1,1,0,,6.0,Year
grls8PLFYEJJ,7,2021-03,Very active,"Off leash (obedience training, walking or running)",,More than daily,Run,Steep,0,1,1,0,1,0,1,0,,7,Year
grls8PLFYEJJ,7,2021-03,Very active,Fetch outside - ground retrieval,,Daily,Run,Steep,0,1,1,0,1,0,1,0,,7,Year
grls8PLFYEJJ,8,2022-03,Very active,Fetch outside - air retrieval,,More than daily,Run,Moderate,0,0,1,0,1,1,1,0,,8,Year
grls8PLFYEJJ,8,2022-03,Very active,"Off leash (obedience training, walking or running)",,More than daily,Jog,Moderate,0,0,1,0,1,1,1,0,,8,Year
grls8PUQHOCC,3,2017-03,Moderate,"On leash (obedience training, walking or running)",,More than daily,Average walk,Flat,0,0,1,1,0,0,0,0,,5.0,Year
grls8PUQHOCC,4,2018-03,Moderate,"On leash (obedience training, walking or running)",,Weekly,Average walk,Flat,0,0,1,1,0,0,0,0,,6.0,Year
grls8PUQHOCC,5,2019-04,Moderate,Active indoor play,,Daily,Brisk walk,Flat,1,0,1,0,0,0,0,0,,7.0,Year
grls8PUQHOCC,6,2020-03,Moderate,"On leash (obedience training, walking or running)",,More than daily,Brisk walk,Flat,1,0,0,1,0,0,0,0,,8.0,Year
grls8PUQHOCC,7,2021-03,Moderate,"On leash (obedience training, walking or running)",,Weekly,Brisk walk,Flat,0,1,0,0,0,0,0,0,,8,Year
grls8PUQHOCC,8,2022-03,Moderate,Active indoor play,,Daily,Average walk,Flat,0,1,0,0,1,0,0,0,,2,Year
grls8QSN40NN,3,2017-03,Moderate,Active indoor play,,Daily,Average walk,Moderate,0,0,0,1,0,0,0,0,,12.0,Month
grls8QSN40NN,4,2018-03,Moderate,Active indoor play,,Daily,Slow walk,Flat,0,0,0,1,0,0,0,0,,3.0,Month
grls8QSN40NN,5,2019-03,Little,Active indoor play,,Daily,Slow walk,Flat,0,0,1,1,0,0,0,0,,12.0,Year
grls8R0VZMGG,3,2017-07,Moderate,"Off leash (obedience training, walking or running)",,Daily,Run,Moderate,0,0,0,1,0,0,0,0,,4.0,Year
grls8R0VZMGG,3,2017-07,Moderate,Active indoor play,,Daily,Average walk,Flat,0,0,0,0,0,0,0,1,floor,4.0,Year
grls8R0VZMGG,5,2019-07,Moderate,"Off leash (obedience training, walking or running)",,More than daily,Run,Flat,0,0,0,1,0,0,0,0,,6.0,Year
grls8R0VZMGG,6,2020-09,Little,"Off leash (obedience training, walking or running)",,More than daily,Average walk,Flat,0,0,0,1,0,0,0,0,,6,Year
grls8R0VZMGG,6,2020-09,Little,"On leash (obedience training, walking or running)",,Weekly,Slow walk,Flat,0,0,0,1,0,0,0,0,,6,Year
grls8R0VZMGG,7,2021-07,Moderate,"Off leash (obedience training, walking or running)",,Daily,Jog,Flat,0,0,0,1,0,0,0,0,,7,Year
grls8SG6Q511,3,2017-11,Very active,"On leash (obedience training, walking or running)",,More than daily,Brisk walk,Flat,1,0,0,0,0,0,0,0,,4.0,Year
grls8SG6Q511,4,2018-11,Moderate,"On leash (obedience training, walking or running)",,More than daily,Average walk,Flat,1,0,0,0,0,0,0,0,,4.0,Year
grls8SG6Q511,5,2019-11,Moderate,Active indoor play,,More than daily,Average walk,Flat,1,0,0,0,0,0,0,0,,6.0,Year
grls8SG6Q511,6,2020-11,Very active,Fetch outside - ground retrieval,,Daily,Average walk,Flat,0,0,0,1,0,1,0,0,,7,Year
grls8SG6Q511,6,2020-11,Very active,"On leash (obedience training, walking or running)",,More than daily,Average walk,Flat,1,0,0,0,0,0,0,0,,7,Year
grls8SG6Q511,7,2021-12,Very active,"On leash (obedience training, walking or running)",,More than daily,Average walk,Flat,1,0,0,0,0,0,0,0,,8,Year
grls8SG6Q511,7,2021-12,Very active,Active indoor play,,Daily,Slow walk,Flat,0,0,0,0,0,0,0,1,tile,8,Year
grls8SG6Q511,8,2022-12,Moderate,"On leash (obedience training, walking or running)",,More than daily,Average walk,Flat,1,1,0,0,0,0,0,0,,8,Year
grls8SG6Q511,8,2022-12,Moderate,Active indoor play,,Daily,Average walk,Flat,0,0,0,0,0,0,0,1,carpet,8,Year
grls8SLL4944,3,2017-11,Very active,Fetch outside - ground retrieval,,Weekly,Jog,Moderate,0,0,0,1,0,0,0,0,,4.0,Year
grls8SLL4944,3,2017-11,Very active,Agility training/drills,,Weekly,Jog,Flat,0,0,0,1,0,0,0,0,,3.0,Year
grls8SLL4944,3,2017-11,Very active,"On leash (obedience training, walking or running)",,Weekly,Average walk,Flat,0,0,0,0,0,0,0,1,rubber floor,4.0,Year
grls8SLL4944,4,2018-11,Very active,Other,search and rescue training/drills,Weekly,Brisk walk,Steep,0,0,0,0,0,0,1,0,,3.0,Year
grls8SLL4944,5,2019-11,Moderate,Other,search and rescue training/drills,Monthly,Jog,Moderate,0,0,1,1,1,1,0,0,,3.0,Year
grls8SLL4944,6,2021-03,Moderate,Other,search and rescue training/drills,Weekly,Brisk walk,Moderate,0,0,0,0,0,0,1,0,,4,Year
grls8SLL4944,7,2021-11,Moderate,"Off leash (obedience training, walking or running)",,Weekly,Slow walk,Moderate,0,0,0,1,0,0,0,0,,7,Year
grls8SLL4944,8,2022-11,Moderate,Fetch outside - air retrieval,,Daily,Average walk,Flat,0,0,0,1,0,0,0,0,,9,Year
grls8SZ0PLUU,3,2017-10,Very active,"Off leash (obedience training, walking or running)",,Weekly,Jog,Flat,0,1,0,1,0,0,0,0,,4.0,Year
grls8SZ0PLUU,3,2017-10,Very active,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,0,1,0,1,0,0,0,0,,4.0,Year
grls8SZ0PLUU,3,2017-10,Very active,Other,dock diving training/drills,Monthly,Run,Flat,0,0,0,0,0,0,0,1,fake grass is on the dock,8.0,Month
grls8SZ0PLUU,3,2017-10,Very active,Other,agility training/drills,Rarely,Run,Flat,0,0,1,1,0,0,0,0,,9.0,Month
grls8SZ0PLUU,4,2018-10,Very active,Active indoor play,,Daily,Jog,Flat,0,0,0,0,0,0,0,1,tile,5.0,Year
grls8SZ0PLUU,4,2018-10,Very active,Agility training/drills,,Weekly,Jog,Flat,0,0,0,0,0,0,0,1,mats,6.0,Month
grls8SZ0PLUU,4,2018-10,Very active,"On leash (obedience training, walking or running)",,Weekly,Average walk,Flat,0,0,0,0,0,0,0,1,mats,3.0,Month
grls8SZ0PLUU,4,2018-10,Very active,Other,dock diving training/drills,Monthly,Jog,Flat,0,0,0,0,0,0,0,1,fake grass,2.0,Year
grls8SZ0PLUU,4,2018-10,Very active,Other,agility training/drills,Monthly,Run,Moderate,0,0,0,1,0,0,0,0,,2.0,Year
grls8SZ0PLUU,4,2018-10,Very active,Fetch outside - ground retrieval,,Weekly,Jog,Flat,0,0,0,1,0,0,0,0,,5.0,Year
grls8SZ0PLUU,4,2018-10,Very active,"On leash (obedience training, walking or running)",,Monthly,Jog,Flat,0,0,0,0,0,0,0,1,grass/concrete,4.0,Year
grls8SZ0PLUU,5,2019-10,Very active,Active indoor play,,Daily,Jog,Flat,0,0,0,0,0,0,0,1,tile/carpet,6.0,Year
grls8SZ0PLUU,5,2019-10,Very active,Agility training/drills,,Weekly,Jog,Flat,0,0,0,0,0,0,0,1,mats,1.0,Year
grls8SZ0PLUU,5,2019-10,Very active,"On leash (obedience training, walking or running)",,Weekly,Average walk,Flat,0,0,0,0,0,0,0,1,mats,6.0,Month
grls8SZ0PLUU,5,2019-10,Very active,"On leash (obedience training, walking or running)",,Weekly,Jog,Flat,0,1,0,1,0,0,0,0,,5.0,Year
grls8SZ0PLUU,5,2019-10,Very active,Other,agility training/drills,Rarely,Run,Flat,0,0,0,1,0,0,0,0,,3.0,Year
grls8SZ0PLUU,5,2019-10,Very active,Other,dock diving training/drills,Monthly,Run,Flat,0,0,0,0,0,0,0,1,fake grass,3.0,Year
grls8SZ0PLUU,5,2019-10,Very active,Fetch outside - ground retrieval,,Weekly,Jog,Flat,0,0,0,1,0,0,0,0,,6.0,Year
grls8SZ0PLUU,5,2019-10,Very active,Other,hunt test training/drills,Weekly,Run,Flat,0,0,1,1,0,1,0,1,water,1.0,Month
grls8SZ0PLUU,6,2020-10,Very active,Active indoor play,,Daily,Brisk walk,Flat,0,0,0,0,0,0,0,1,tile/carpet,2,Year
grls8SZ0PLUU,6,2020-10,Very active,Other,active outdoor play,Daily,Jog,Flat,0,0,0,1,0,0,0,0,,3,Year
grls8SZ0PLUU,7,2021-11,Very active,Active indoor play,,Daily,Jog,Flat,0,0,0,0,0,0,0,1,tile/carpet,8,Year
grls8SZ0PLUU,7,2021-11,Very active,"Off leash (obedience training, walking or running)",,Weekly,Average walk,Flat,0,0,0,0,0,0,1,0,,1,Year
grls8SZ0PLUU,7,2021-11,Very active,"On leash (obedience training, walking or running)",,Weekly,Average walk,Flat,0,0,0,0,0,0,1,0,,1,Year
grls8SZ0PLUU,8,2022-10,Very active,Active indoor play,,Daily,Jog,Flat,0,0,0,0,0,0,1,0,,9,Year
grls8SZ0PLUU,8,2022-10,Very active,"Off leash (obedience training, walking or running)",,Weekly,Average walk,Flat,1,0,1,1,0,0,1,1,floor mats,2,Year
grls8SZ0PLUU,8,2022-10,Very active,"On leash (obedience training, walking or running)",,Weekly,Average walk,Flat,1,0,1,1,0,0,1,1,floor mats,2,Year
grls8T32TPNN,3,2016-06,Little,Fetch outside - air retrieval,,Weekly,Run,Flat,0,0,0,1,0,0,0,0,,3.0,Year
grls8T32TPNN,4,2017-07,Little,Fetch outside - ground retrieval,,Daily,Slow walk,Flat,0,0,0,1,0,0,0,0,,5.0,Year
grls8T8GJ1HH,3,2017-03,Very active,Active indoor play,,Daily,Brisk walk,Flat,0,1,0,0,0,0,0,1,carpet,12.0,Month
grls8T8GJ1HH,3,2017-03,Very active,"On leash (obedience training, walking or running)",,Weekly,Brisk walk,Moderate,0,1,0,0,0,0,0,0,,7.0,Month
grls8T8GJ1HH,3,2017-03,Very active,Fetch outside - air retrieval,,Rarely,Run,Flat,0,0,0,1,0,0,0,0,,8.0,Year
grls8T8GJ1HH,3,2017-03,Very active,"Off leash (obedience training, walking or running)",,Monthly,Run,Flat,0,0,0,1,0,0,0,0,,2.0,Month
grls8T8GJ1HH,4,2018-03,Moderate,Active indoor play,,More than daily,Average walk,Flat,0,0,0,0,0,0,1,0,,12.0,Month
grls8T8GJ1HH,4,2018-03,Moderate,"On leash (obedience training, walking or running)",,Daily,Brisk walk,Moderate,0,1,0,1,0,0,1,0,,12.0,Month
grls8T8GJ1HH,5,2019-03,Moderate,Active indoor play,,Daily,Brisk walk,Flat,0,0,0,0,0,0,0,1,carpet,12.0,Month
grls8T8GJ1HH,5,2019-03,Moderate,"On leash (obedience training, walking or running)",,Weekly,Brisk walk,Moderate,1,1,1,1,0,0,0,0,,8.0,Month
grls8T8GJ1HH,6,2020-03,Moderate,Active indoor play,,Weekly,Brisk walk,Flat,1,1,1,1,0,0,0,0,,12.0,Month
grls8T8GJ1HH,6,2020-03,Moderate,Fetch outside - air retrieval,,Rarely,Run,Flat,0,0,0,1,0,0,0,0,,12.0,Year
grls8T8GJ1HH,6,2020-03,Moderate,Fetch outside - ground retrieval,,Rarely,Run,Flat,0,0,0,1,0,0,0,0,,12.0,Year
grls8T8GJ1HH,7,2021-03,Moderate,"On leash (obedience training, walking or running)",,Daily,Brisk walk,Flat,1,0,0,1,0,0,0,0,,8,Year
grls8T8GJ1HH,8,2022-04,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,0,1,0,1,0,0,0,0,,9,Year
grls8TUR3477,3,2017-03,Moderate,Fetch outside - ground retrieval,,More than daily,Brisk walk,Moderate,1,1,0,1,0,0,0,0,,3.0,Year
grls8TUR3477,4,2018-02,Moderate,"On leash (obedience training, walking or running)",,Daily,Brisk walk,Flat,0,0,0,0,0,0,1,0,,4.0,Year
grls8TUR3477,5,2019-03,Moderate,Fetch outside - ground retrieval,,Daily,Average walk,Flat,1,1,0,0,0,0,0,0,,5.0,Year
grls8TUR3477,6,2020-03,Moderate,"On leash (obedience training, walking or running)",,More than daily,Brisk walk,Moderate,1,1,0,1,0,0,0,0,,3.0,Year
grls8TY2KL22,3,2018-02,Very active,Fetch outside - ground retrieval,,More than daily,Run,Moderate,0,0,0,1,0,1,0,0,,4.0,Year
grls8TY2KL22,3,2018-02,Very active,"Off leash (obedience training, walking or running)",,Daily,Slow walk,Moderate,0,0,0,0,0,0,1,0,,4.0,Year
grls8TY2KL22,3,2018-02,Very active,"On leash (obedience training, walking or running)",,More than daily,Brisk walk,Moderate,1,0,0,0,0,0,0,0,,4.0,Year
grls8TY2KL22,4,2019-01,Moderate,Active indoor play,,Daily,Brisk walk,Flat,0,0,0,0,0,0,1,0,,5.0,Year
grls8TY2KL22,4,2019-01,Moderate,Fetch outside - air retrieval,,More than daily,Run,Moderate,0,0,1,1,0,1,0,0,,10.0,Month
grls8TY2KL22,4,2019-01,Moderate,Fetch outside - ground retrieval,,Daily,Run,Moderate,0,0,1,1,0,1,0,0,,10.0,Month
grls8TY2KL22,4,2019-01,Moderate,"Off leash (obedience training, walking or running)",,Weekly,Slow walk,Moderate,0,0,1,1,0,0,0,0,,6.0,Month
grls8TY2KL22,5,2020-01,Little,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,1,0,0,1,0,0,0,0,,6.0,Year
grls8TY2KL22,5,2020-01,Little,Fetch outside - air retrieval,,Monthly,Jog,Flat,0,0,0,1,0,0,0,0,,6.0,Year
grls8TY2KL22,6,2021-01,Little,"On leash (obedience training, walking or running)",,More than daily,Brisk walk,Flat,1,0,1,1,0,0,1,0,,7,Year
grls8TY2KL22,6,2021-01,Little,Fetch outside - ground retrieval,,Weekly,Run,Flat,0,0,1,1,0,0,0,0,,7,Year
grls8TY2KL22,7,2022-06,Little,Fetch outside - ground retrieval,,Weekly,Run,Flat,0,0,0,1,0,0,0,0,,8,Year
grls8TY2KL22,7,2022-06,Little,"On leash (obedience training, walking or running)",,Weekly,Average walk,Flat,1,0,0,0,0,0,0,0,,8,Year
grls8TY2KL22,8,2023-06,Little,Fetch outside - air retrieval,,Daily,Jog,Flat,0,0,0,1,0,0,0,0,,8,Year
grls8TY2KL22,8,2023-06,Little,"Off leash (obedience training, walking or running)",,Daily,Average walk,Flat,0,0,0,1,0,0,0,0,,8,Year
grls8UBXMYUU,3,2016-01,Moderate,Active indoor play,,More than daily,Brisk walk,Flat,0,0,0,0,0,0,0,1,"carpet, hardwood with other family dog",1.0,Year
grls8UBXMYUU,3,2016-01,Moderate,"Off leash (obedience training, walking or running)",,Daily,Run,Moderate,0,0,1,0,0,0,0,0,,2.0,Year
grls8UBXMYUU,3,2016-01,Moderate,"On leash (obedience training, walking or running)",,Daily,Brisk walk,Moderate,1,1,1,0,0,0,0,0,,4.0,Year
grls8UBXMYUU,4,2016-11,Very active,Active indoor play,,Daily,Brisk walk,Flat,0,0,0,0,0,0,0,1,"carpet, hardwood",2.0,Year
grls8UBXMYUU,4,2016-11,Very active,"Off leash (obedience training, walking or running)",,Daily,Run,Moderate,0,0,1,0,0,0,0,0,,2.0,Year
grls8UBXMYUU,4,2016-11,Very active,"On leash (obedience training, walking or running)",,Daily,Brisk walk,Moderate,1,1,0,0,0,0,0,0,,5.0,Year
grls8UBXMYUU,5,2017-12,Very active,Active indoor play,,Daily,Run,Flat,0,0,0,0,0,0,0,1,wood floor and carpet,3.0,Year
grls8UBXMYUU,5,2017-12,Very active,"Off leash (obedience training, walking or running)",,Weekly,Run,Moderate,0,0,1,0,0,0,0,0,,3.0,Year
grls8UBXMYUU,6,2018-12,Very active,Active indoor play,,More than daily,Run,Flat,0,0,0,0,0,0,0,1,wood floor and carpet,7.0,Year
grls8UBXMYUU,6,2018-12,Very active,"Off leash (obedience training, walking or running)",,Weekly,Run,Moderate,0,0,1,0,0,0,0,0,,7.0,Year
grls8UBXMYUU,6,2018-12,Very active,"On leash (obedience training, walking or running)",,Weekly,Brisk walk,Moderate,1,0,0,0,0,0,0,0,,7.0,Year
grls8UBXMYUU,6,2018-12,Very active,Other,"active outdoor play, active play with other dogs",Daily,Jog,Flat,0,0,0,1,0,0,0,0,,4.0,Year
grls8UBXMYUU,7,2020-01,Very active,Active indoor play,,Daily,Jog,Flat,0,0,0,0,0,0,0,1,"carpet, hardwood",5.0,Year
grls8UBXMYUU,7,2020-01,Very active,"Off leash (obedience training, walking or running)",,Daily,Jog,Moderate,0,0,1,0,0,0,0,0,,5.0,Year
grls8UBXMYUU,7,2020-01,Very active,"On leash (obedience training, walking or running)",,Daily,Brisk walk,Moderate,1,0,0,0,0,0,0,0,,8.0,Year
grls8UBXMYUU,8,2020-12,Moderate,Active indoor play,,Daily,Brisk walk,Flat,0,0,0,0,0,0,0,1,hardwood/carpet,9,Year
grls8UBXMYUU,8,2020-12,Moderate,"Off leash (obedience training, walking or running)",,Weekly,Jog,Moderate,0,0,1,0,0,0,0,0,,6,Year
grls8UBXMYUU,8,2020-12,Moderate,"On leash (obedience training, walking or running)",,Weekly,Brisk walk,Moderate,1,0,0,0,0,0,0,0,,6,Year
grls8VHISVYY,3,2018-01,Moderate,Active indoor play,,Daily,Slow walk,Flat,0,0,0,1,0,0,0,0,,1.0,Month
grls8VHISVYY,4,2019-01,Moderate,Other,active outdoor play,More than daily,Slow walk,Flat,0,0,0,1,0,0,1,0,,2.0,Month
grls8VHISVYY,5,2020-01,Little,"Off leash (obedience training, walking or running)",,Daily,Slow walk,Moderate,0,1,1,1,0,0,0,0,,12.0,Month
grls8VHISVYY,7,2021-01,Little,"Off leash (obedience training, walking or running)",,Weekly,Slow walk,Moderate,0,0,0,1,1,0,0,0,,6,Year
grls8VHISVYY,8,2021-11,Little,"On leash (obedience training, walking or running)",,Weekly,Slow walk,Moderate,0,0,1,1,0,0,1,0,,3,Month
grls8VMEW0YY,3,2017-04,Moderate,Active indoor play,,Daily,Average walk,Flat,0,0,0,1,0,0,0,0,,4.0,Month
grls8VMEW0YY,4,2018-04,Moderate,Active indoor play,,Daily,Average walk,Flat,0,0,0,1,0,0,0,0,,4.0,Month
grls8W1UIJYY,3,2016-07,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,1,0,0,0,0,0,0,0,,3.0,Year
grls8W1UIJYY,4,2017-07,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,1,0,0,0,0,0,0,0,,5.0,Year
grls8W1UIJYY,5,2018-07,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,1,0,0,0,0,0,0,0,,5.0,Year
grls8W1UIJYY,6,2019-07,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Flat,0,1,0,0,0,0,0,0,,6.0,Year
grls8W1UIJYY,6,2019-07,Moderate,Active indoor play,,Daily,Slow walk,Flat,0,0,0,0,0,0,1,0,,7.0,Year
grls8W1UIJYY,7,2020-07,Moderate,Active indoor play,,Daily,Slow walk,,1,0,0,0,0,0,0,0,,6,Year
grls8W1UIJYY,8,2021-07,Little,Active indoor play,,Daily,Average walk,Flat,0,0,0,1,0,0,0,0,,8,Year
grls8WD3CH77,3,2016-07,Very active,Active indoor play,,Daily,Jog,Flat,0,0,0,1,0,0,0,0,,3.0,Year
grls8WD3CH77,4,2017-06,Moderate,Active indoor play,,More than daily,Run,Flat,0,0,0,1,0,0,0,0,,4.0,Month
grls8WD3CH77,5,2018-07,Moderate,"On leash (obedience training, walking or running)",,Daily,Brisk walk,Moderate,0,1,0,1,0,0,0,0,,5.0,Year
grls8WD3CH77,6,2019-06,Moderate,Active indoor play,,More than daily,Jog,Flat,0,0,0,0,0,0,1,0,,4.0,Month
grls8WD3CH77,8,2021-07,Moderate,Active indoor play,,Daily,Brisk walk,Flat,0,1,0,1,0,0,0,0,,8,Year
grls8WD6FNUU,3,2016-03,Moderate,Active indoor play,,Daily,Average walk,Flat,0,0,0,0,0,1,0,1,pine needles,3.0,Year
grls8WD6FNUU,4,2017-04,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Moderate,0,0,0,0,0,0,0,1,sand or pine straw,4.0,Year
grls8WD6FNUU,5,2018-03,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Moderate,0,0,0,0,0,0,1,0,,4.0,Year
grls8WD6FNUU,6,2019-04,Moderate,"On leash (obedience training, walking or running)",,Daily,Average walk,Moderate,1,0,0,0,0,0,0,0,,6.0,Year
grls8WD6FNUU,7,2020-04,Little,"On leash (obedience training, walking or running)",,Daily,Average walk,Moderate,1,0,0,0,0,0,0,0,,3.0,Month
grls8WD6FNUU,8,2021-04,Little,Fetch outside - ground retrieval,,Weekly,Average walk,Flat,0,0,0,0,0,0,0,1,wooden deck,3,Year
grls8WD6FNUU,8,2021-04,Little,"On leash (obedience training, walking or running)",,Weekly,Average walk,Moderate,1,0,0,0,0,0,0,0,,7,Year
grls8X0OU5KK,3,2018-02,Moderate,Agility training/drills,,Weekly,Run,Moderate,0,0,0,0,0,0,0,1,rubber mats,3.0,Year
